name,time,mean_value
ping4,1505550300000000000,0.031507
ping4,1505550600000000000,0.031578
ping4,1505550900000000000,0.031529
ping4,1505551200000000000,0.031555
ping4,1505551500000000000,0.03159
ping4,1505551800000000000,0.031581
ping4,1505552100000000000,0.031492
ping4,1505552400000000000,0.03148
ping4,1505552700000000000,0.031537
ping4,1505553000000000000,0.031503
ping4,1505553300000000000,0.031649
ping4,1505553600000000000,0.031465
ping4,1505553900000000000,0.031647
ping4,1505554200000000000,0.031516
ping4,1505554500000000000,0.031593
ping4,1505554800000000000,0.031555
ping4,1505555100000000000,0.031646
ping4,1505555400000000000,0.031559
ping4,1505555700000000000,0.031554
ping4,1505556000000000000,0.031537
ping4,1505556300000000000,0.031494
ping4,1505556600000000000,0.031506
ping4,1505556900000000000,0.031593
ping4,1505557200000000000,0.031679
ping4,1505557500000000000,0.031657
ping4,1505557800000000000,0.031597
ping4,1505558100000000000,0.036286
ping4,1505558400000000000,0.031508
ping4,1505558700000000000,0.031533
ping4,1505559000000000000,0.031556
ping4,1505559300000000000,0.031486
ping4,1505559600000000000,0.031479
ping4,1505559900000000000,0.0315
ping4,1505560200000000000,0.031508
ping4,1505560500000000000,0.031469
ping4,1505560800000000000,0.031426
ping4,1505561100000000000,0.031561
ping4,1505561400000000000,0.031561
